datetime,date,time,timeframe,strategy,spot_open,spot_high,spot_low,spot_close,fut_open,fut_high,fut_low,fut_close,vwap,ema_fast,ema_slow,rsi,fut_vs_vwap,prev_fut_vs_vwap,vwap_cross,min_body_required,ema_crossover,spot_vs_ema,candle_color,candle_body,rsi_zone,signal,entry_conditions_met,search_atm_strike,search_option_type,search_spot_price,search_capital,search_max_cost,search_min_price,search_max_price,expiry_used,strikes_tried,strike_1_price,strike_1_cost,strike_1_status,strike_2_price,strike_2_cost,strike_2_status,strike_3_price,strike_3_cost,strike_3_status,strike_4_price,strike_4_cost,strike_4_status,failure_reason,pending_strike,pending_strike_type,expected_entry_price,has_position,position_type,position_strike,position_expiry,signal_time,entry_delay,entry_slippage,entry_price,current_price,pnl_points,pnl_rupees,pnl_pct,peak_price,drop_from_peak,trailing_active,hold_minutes,exit_signal,exit_trigger_reason,exit_reason,exit_price,exit_slippage,pnl_gross,transaction_cost,pnl_net,action,action_details,capital,daily_pnl,daily_trades,consecutive_losses,in_cooldown,cache_hits,cache_misses
2025-12-09 12:25:00,2025-12-09,12:25:00,5min,B,25923.1,25923.15,25901.35,25904.5,26038.6,26039.0,26017.2,26023.1,25949.63,25897.21,25875.85,61.05,ABOVE,,,,BULLISH,ABOVE,RED,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 12:30:00,2025-12-09,12:30:00,5min,B,25906.4,25911.2,25892.7,25895.25,26029.6,26034.9,26012.0,26015.1,25950.16,25896.55,25878.63,58.29,ABOVE,,,,BULLISH,BELOW,RED,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 12:35:00,2025-12-09,12:35:00,5min,B,25896.35,25900.55,25869.95,25872.9,26012.3,26020.0,25986.1,25991.8,25950.98,25888.67,25877.81,52.16,ABOVE,,,,BULLISH,BELOW,RED,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 12:40:00,2025-12-09,12:40:00,5min,B,25874.3,25888.7,25872.7,25883.45,25990.0,26012.2,25990.0,26005.0,25951.62,25886.93,25878.61,54.59,ABOVE,,,,BULLISH,BELOW,GREEN,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 12:45:00,2025-12-09,12:45:00,5min,B,25885.1,25891.45,25875.95,25888.15,26010.0,26016.9,26000.0,26009.2,25951.83,25887.34,25879.98,55.67,ABOVE,,,,BULLISH,ABOVE,GREEN,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 12:50:00,2025-12-09,12:50:00,5min,B,25889.7,25889.85,25871.65,25878.5,26008.3,26016.9,25993.0,26005.0,25952.09,25884.39,25879.77,52.89,ABOVE,,,,BULLISH,BELOW,RED,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 12:55:00,2025-12-09,12:55:00,5min,B,25880.5,25881.0,25852.0,25863.85,26004.0,26005.0,25980.0,25983.0,25952.48,25877.54,25877.49,48.9,ABOVE,,,,BULLISH,BELOW,RED,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:00:00,2025-12-09,13:00:00,5min,B,25864.2,25877.75,25855.5,25876.85,25982.5,26003.0,25976.7,26000.0,25952.73,25877.31,25877.4,52.33,ABOVE,,,,BEARISH,BELOW,GREEN,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:05:00,2025-12-09,13:05:00,5min,B,25877.65,25889.0,25874.45,25880.45,25996.6,26014.3,25995.0,26001.0,25952.89,25878.36,25877.84,53.27,ABOVE,,,,BULLISH,ABOVE,GREEN,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:10:00,2025-12-09,13:10:00,5min,B,25881.35,25883.2,25867.5,25875.55,26002.1,26005.0,25986.1,25997.3,25953.03,25877.42,25877.51,51.78,ABOVE,,,,BEARISH,BELOW,RED,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:15:00,2025-12-09,13:15:00,5min,B,25877.0,25883.8,25870.6,25877.0,25996.7,26008.2,25990.2,25995.1,25953.11,25877.28,25877.44,52.2,ABOVE,,,,BEARISH,BELOW,RED,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:20:00,2025-12-09,13:20:00,5min,B,25878.55,25886.1,25864.35,25878.85,26002.0,26006.5,25985.0,25995.6,25953.18,25877.8,25877.64,52.78,ABOVE,,,,BULLISH,ABOVE,GREEN,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:25:00,2025-12-09,13:25:00,5min,B,25879.65,25890.45,25877.6,25889.1,25998.0,26017.2,25996.7,26012.0,25953.34,25881.57,25879.28,55.94,ABOVE,,,,BULLISH,ABOVE,GREEN,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:30:00,2025-12-09,13:30:00,5min,B,25890.45,25903.55,25876.9,25896.55,26017.2,26029.0,26005.0,26022.2,25953.87,25886.56,25881.74,58.13,ABOVE,,,,BULLISH,ABOVE,GREEN,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:35:00,2025-12-09,13:35:00,5min,B,25898.0,25902.3,25874.45,25898.8,26022.0,26025.0,26003.1,26023.0,25954.11,25890.64,25884.18,58.8,ABOVE,,,,BULLISH,ABOVE,GREEN,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:40:00,2025-12-09,13:40:00,5min,B,25900.6,25907.4,25889.15,25889.85,26024.0,26027.5,26010.0,26010.2,25954.37,25890.38,25884.99,55.04,ABOVE,,,,BULLISH,BELOW,RED,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:45:00,2025-12-09,13:45:00,5min,B,25891.15,25895.65,25886.95,25894.2,26019.8,26019.8,26006.7,26017.0,25954.5,25891.65,25886.31,56.5,ABOVE,,,,BULLISH,ABOVE,GREEN,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:50:00,2025-12-09,13:50:00,5min,B,25895.0,25896.65,25879.55,25893.3,26018.9,26022.8,26003.1,26017.0,25954.66,25892.2,25887.3,56.09,ABOVE,,,,BULLISH,ABOVE,RED,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 13:55:00,2025-12-09,13:55:00,5min,B,25894.4,25901.85,25891.35,25896.85,26019.0,26025.0,26014.4,26021.9,25954.82,25893.75,25888.67,57.39,ABOVE,,,,BULLISH,ABOVE,GREEN,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:00:00,2025-12-09,14:00:00,5min,B,25899.8,25903.5,25877.25,25877.9,26018.3,26023.9,26003.9,26003.9,25955.07,25888.47,25887.13,49.07,ABOVE,,,,BULLISH,BELOW,RED,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:05:00,2025-12-09,14:05:00,5min,B,25882.45,25892.8,25866.5,25890.8,26004.1,26013.0,25991.0,26008.3,25955.45,25889.24,25887.65,53.96,ABOVE,,,,BULLISH,ABOVE,GREEN,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:10:00,2025-12-09,14:10:00,5min,B,25892.15,25895.65,25880.1,25884.65,26008.0,26016.3,25999.0,26007.0,25955.69,25887.71,25887.23,51.42,ABOVE,,,,BULLISH,BELOW,RED,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:15:00,2025-12-09,14:15:00,5min,B,25886.1,25886.1,25851.25,25858.55,26006.9,26006.9,25984.4,25989.9,25956.11,25877.99,25883.13,42.33,ABOVE,,,,BEARISH,BELOW,RED,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:20:00,2025-12-09,14:20:00,5min,B,25859.65,25859.85,25821.6,25824.55,25989.2,25991.0,25952.0,25960.0,25956.32,25860.18,25874.76,33.91,ABOVE,,,,BEARISH,BELOW,RED,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:25:00,2025-12-09,14:25:00,5min,B,25826.5,25834.55,25816.45,25820.8,25954.4,25970.0,25950.0,25955.0,25956.4,25847.05,25867.05,33.13,BELOW,,,,BEARISH,BELOW,RED,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:30:00,2025-12-09,14:30:00,5min,B,25822.1,25823.25,25808.85,25817.9,25952.2,25956.2,25938.0,25950.0,25956.3,25837.33,25860.03,32.51,BELOW,,,,BEARISH,BELOW,RED,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:35:00,2025-12-09,14:35:00,5min,B,25819.05,25827.5,25801.6,25825.85,25948.6,25952.9,25930.0,25952.9,25956.11,25833.51,25855.15,36.07,BELOW,,,,BEARISH,BELOW,GREEN,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:40:00,2025-12-09,14:40:00,5min,B,25827.15,25845.35,25824.0,25826.0,25950.9,25965.0,25942.4,25942.4,25956.11,25831.0,25850.98,36.13,BELOW,,,,BEARISH,BELOW,RED,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:45:00,2025-12-09,14:45:00,5min,B,25826.8,25829.4,25816.75,25820.5,25947.2,25956.0,25935.7,25946.4,25956.03,25827.5,25846.63,34.67,BELOW,,,,BEARISH,BELOW,RED,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:50:00,2025-12-09,14:50:00,5min,B,25820.85,25828.55,25813.45,25813.65,25945.4,25948.4,25931.0,25935.5,25955.86,25822.89,25841.92,32.88,BELOW,,,,BEARISH,BELOW,RED,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 14:55:00,2025-12-09,14:55:00,5min,B,25815.0,25837.8,25811.55,25831.45,25936.8,25955.0,25933.3,25953.9,25955.75,25825.74,25840.42,41.35,BELOW,,,,BEARISH,ABOVE,GREEN,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:00:00,2025-12-09,15:00:00,5min,B,25835.85,25855.6,25835.85,25840.05,25957.0,25969.0,25952.5,25956.7,25955.85,25830.51,25840.37,44.96,ABOVE,,,,BEARISH,ABOVE,GREEN,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:05:00,2025-12-09,15:05:00,5min,B,25842.0,25851.85,25833.25,25833.25,25958.1,25969.0,25952.0,25952.0,25955.9,25831.42,25839.35,42.72,BELOW,,,,BEARISH,ABOVE,RED,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:10:00,2025-12-09,15:10:00,5min,B,25835.4,25848.8,25824.45,25835.35,25951.0,25960.8,25943.0,25959.7,25955.86,25832.73,25838.78,43.65,ABOVE,,,,BEARISH,ABOVE,RED,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:15:00,2025-12-09,15:15:00,5min,B,25836.35,25841.15,25833.65,25836.0,25959.0,25967.5,25957.2,25960.2,25955.95,25833.82,25838.38,43.96,ABOVE,,,,BEARISH,ABOVE,RED,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:20:00,2025-12-09,15:20:00,5min,B,25836.5,25843.25,25832.1,25835.95,25963.4,25965.0,25955.0,25955.9,25955.98,25834.53,25838.04,43.94,BELOW,,,,BEARISH,ABOVE,RED,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹1091 >= ₹900,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:25:00,2025-12-09,15:25:00,5min,B,25835.75,25847.7,25831.8,25841.75,25956.8,25965.8,25955.1,25960.0,25956.09,25836.94,25838.57,46.9,ABOVE,,,,BEARISH,ABOVE,GREEN,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_NOT_MARKET_HOURS,,9595.12,-1090.95,1,4,FALSE,,
2025-12-09 15:30:00,2025-12-09,15:30:00,5min,B,25841.05,25841.05,25841.05,25841.05,25958.8,25958.8,25958.8,25958.8,25956.09,25838.31,25838.92,46.58,ABOVE,,,,BEARISH,ABOVE,RED,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_NOT_MARKET_HOURS,,9595.12,-1090.95,1,4,FALSE,,
2025-12-10 09:15:00,2025-12-10,09:15:00,5min,B,25863.9,25893.15,25833.8,25880.55,25949.2,25995.0,25928.7,25980.0,25966.25,25852.39,25844.87,62.26,ABOVE,,,,BULLISH,ABOVE,GREEN,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_NOT_MARKET_HOURS,,9595.12,0.0,0,4,FALSE,,
2025-12-10 09:20:00,2025-12-10,09:20:00,5min,B,25880.4,25881.95,25846.75,25855.65,25977.4,25988.9,25945.1,25953.1,25965.94,25853.48,25846.41,51.92,BELOW,ABOVE,CROSSED_BELOW,,BULLISH,ABOVE,RED,24.75,NEUTRAL,BUY_PE,TRUE,25850,PE,25855.65,10000.0,9500.0,30.0,200.0,2025-12-16,25850(ATM),117.7,8827.5,SELECTED,,,,,,,,,,,25850,ATM,117.7,FALSE,,,,,,,,,,,,,,,,,,,,,,,,ENTRY_SIGNALED_BUY_PE,Entry pending next candle: ATM @ ~₹117.70,9595.12,0.0,0,4,FALSE,14,0
2025-12-10 09:25:00,2025-12-10,09:25:00,5min,B,25855.35,25887.9,25840.55,25887.4,25957.0,25990.0,25942.1,25990.0,25966.81,25864.78,25852.26,60.85,ABOVE,,,,BULLISH,ABOVE,GREEN,32.05,,,,25850,PE,25855.65,10000.0,9500.0,30.0,200.0,2025-12-16,25850(ATM),117.7,8827.5,SELECTED,,,,,,,,,,,,,,FALSE,PE,25850,2025-12-16,2025-12-10 09:20:00,300.0,0.5,119.7,,,,,,,,,,,,,,,,,ENTRY_PE,ATM @ ₹119.70 (slippage: 0.50),9595.12,0.0,0,4,FALSE,,
2025-12-10 09:30:00,2025-12-10,09:30:00,5min,B,25888.05,25905.1,25886.45,25901.95,25988.0,26011.2,25987.2,26009.0,25975.63,25877.17,25859.36,64.13,ABOVE,,,,BULLISH,ABOVE,GREEN,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,25850,,,,,119.7,97.0,-22.7,-1702.5,-18.96,119.7,22.7,FALSE,5.0,,STOP_LOSS,,,,,,,EXIT_TRIGGERED_STOP_LOSS,Exit will execute next candle | PnL: ₹-1702,9595.12,0.0,1,4,FALSE,14,0
2025-12-10 09:35:00,2025-12-10,09:35:00,5min,B,25902.6,25913.2,25901.0,25908.5,26008.0,26021.7,26005.0,26017.1,25980.4,25887.62,25866.38,65.54,ABOVE,,,,BULLISH,ABOVE,GREEN,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,STOP_LOSS,90.5,-1.0,-2190.0,43.39,-2233.39,EXIT_STOP_LOSS,"Net PnL: ₹-2233 (Gross: ₹-2190, Costs: ₹43)",7361.730000000003,0.0,1,4,FALSE,,
2025-12-10 09:40:00,2025-12-10,09:40:00,5min,B,25909.1,25916.85,25895.15,25905.75,26019.0,26026.0,26002.0,26023.5,25984.44,25893.66,25872.01,64.4,ABOVE,,,,BULLISH,ABOVE,RED,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 09:45:00,2025-12-10,09:45:00,5min,B,25906.1,25920.0,25890.0,25890.5,26013.8,26032.0,26002.2,26002.2,25987.67,25892.61,25874.65,58.34,ABOVE,,,,BULLISH,BELOW,RED,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 09:50:00,2025-12-10,09:50:00,5min,B,25890.05,25898.95,25885.95,25891.9,26006.2,26015.0,25999.2,26005.0,25988.68,25892.37,25877.11,58.73,ABOVE,,,,BULLISH,BELOW,GREEN,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 09:55:00,2025-12-10,09:55:00,5min,B,25891.9,25893.7,25876.65,25878.15,26004.0,26010.4,25992.3,25992.8,25989.2,25887.63,25877.26,53.51,ABOVE,,,,BULLISH,BELOW,RED,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:00:00,2025-12-10,10:00:00,5min,B,25878.25,25909.0,25878.05,25902.35,25998.1,26025.0,25992.0,26020.6,25990.49,25892.54,25880.84,60.21,ABOVE,,,,BULLISH,ABOVE,GREEN,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:05:00,2025-12-10,10:05:00,5min,B,25902.65,25919.75,25900.35,25914.2,26013.9,26034.4,26010.0,26022.6,25992.31,25899.76,25885.61,63.02,ABOVE,,,,BULLISH,ABOVE,GREEN,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:10:00,2025-12-10,10:10:00,5min,B,25913.8,25922.25,25912.7,25919.85,26025.1,26035.5,26025.1,26035.5,25994.35,25906.46,25890.5,64.31,ABOVE,,,,BULLISH,ABOVE,GREEN,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:15:00,2025-12-10,10:15:00,5min,B,25920.8,25933.15,25916.9,25928.7,26035.0,26049.9,26030.9,26048.0,26001.24,25913.87,25895.96,66.3,ABOVE,,,,BULLISH,ABOVE,GREEN,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:20:00,2025-12-10,10:20:00,5min,B,25929.2,25938.2,25928.2,25933.35,26043.0,26058.0,26043.0,26054.0,26004.54,25920.36,25901.3,67.33,ABOVE,,,,BULLISH,ABOVE,GREEN,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:25:00,2025-12-10,10:25:00,5min,B,25934.45,25947.65,25917.95,25918.9,26054.7,26061.0,26031.0,26035.0,26007.19,25919.88,25903.81,61.08,ABOVE,,,,BULLISH,BELOW,RED,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:30:00,2025-12-10,10:30:00,5min,B,25919.25,25935.1,25919.25,25929.55,26038.0,26047.3,26032.6,26036.5,26007.93,25923.1,25907.49,63.75,ABOVE,,,,BULLISH,ABOVE,GREEN,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:35:00,2025-12-10,10:35:00,5min,B,25929.25,25938.8,25916.45,25917.9,26041.0,26048.0,26025.0,26026.0,26008.58,25921.37,25908.98,58.98,ABOVE,,,,BULLISH,BELOW,RED,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
2025-12-10 10:40:00,2025-12-10,10:40:00,5min,B,25918.65,25923.2,25907.25,25921.45,26025.1,26031.0,26014.7,26031.0,26008.97,25921.39,25910.76,59.97,ABOVE,,,,BULLISH,ABOVE,GREEN,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,SKIP_DAILY_LOSS_LIMIT,Daily loss ₹2233 >= ₹900,7361.73,-2233.39,1,5,FALSE,,
